,product_name,size,milk,whip,serv_size_m_l,calories,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugar_g,caffeine_mg
0,brewed coffee - dark roast,short,0,0,236,3,0.1,0.0,0.0,0,5,0,0,0,130
1,brewed coffee - dark roast,tall,0,0,354,4,0.1,0.0,0.0,0,10,0,0,0,193
2,brewed coffee - dark roast,grande,0,0,473,5,0.1,0.0,0.0,0,10,0,0,0,260
3,brewed coffee - dark roast,venti,0,0,591,5,0.1,0.0,0.0,0,10,0,0,0,340
8,brewed coffee - medium roast,short,0,0,236,3,0.1,0.0,0.0,0,5,0,0,0,155
9,brewed coffee - medium roast,tall,0,0,354,4,0.1,0.0,0.0,0,5,0,0,0,235
10,brewed coffee - medium roast,grande,0,0,473,5,0.1,0.0,0.0,0,5,0,0,0,310
11,brewed coffee - medium roast,venti,0,0,591,5,0.1,0.0,0.0,0,5,0,0,0,410
12,brewed coffee - True North Blend Blonde roast,short,0,0,236,3,0.1,0.0,0.0,0,5,0,0,0,180
13,brewed coffee - True North Blend Blonde roast,tall,0,0,354,4,0.1,0.0,0.0,0,5,0,0,0,270
14,brewed coffee - True North Blend Blonde roast,grande,0,0,473,5,0.1,0.0,0.0,0,5,0,0,0,360
15,brewed coffee - True North Blend Blonde roast,venti,0,0,591,5,0.1,0.0,0.0,0,5,0,0,0,475
21,Caffè Misto,tall,1,0,354,60,0.2,0.1,0.0,5,70,8,0,8,115
22,Caffè Misto,tall,2,0,354,80,3.0,1.5,0.1,15,80,8,0,8,115
23,Caffè Misto,tall,5,0,354,100,5.0,3.0,0.2,15,70,8,0,8,115
24,Caffè Misto,tall,3,0,354,60,2.5,0.3,0.0,0,60,5,1,4,115
25,Caffè Misto,tall,4,0,354,60,3.5,3.5,0.0,0,70,6,0,5,115
26,Caffè Misto,grande,1,0,473,70,0.2,0.1,0.0,5,90,10,0,10,150
27,Caffè Misto,grande,2,0,473,110,4.0,2.0,0.1,15,100,10,0,10,150
28,Caffè Misto,grande,5,0,473,130,7.0,4.0,0.2,20,95,10,0,10,150
29,Caffè Misto,grande,3,0,473,80,3.0,0.4,0.0,0,80,6,1,5,150
30,Caffè Misto,grande,4,0,473,70,4.5,4.5,0.0,0,90,7,0,7,150
31,Caffè Misto,venti,1,0,591,90,0.3,0.2,0.0,5,115,13,0,13,195
32,Caffè Misto,venti,2,0,591,130,5.0,2.5,0.2,20,130,13,0,13,195
33,Caffè Misto,venti,5,0,591,160,9.0,5.0,0.3,25,120,13,0,13,195
34,Caffè Misto,venti,3,0,591,100,4.0,0.5,0.0,0,100,8,1,6,195
35,Caffè Misto,venti,4,0,591,80,5.0,4.5,0.0,0,90,7,0,7,195
36,Clover Brewed Coffee - Dark Roast,short,0,0,236,10,0.0,0.0,0.0,0,5,0,0,0,190
37,Clover Brewed Coffee - Dark Roast,tall,0,0,354,10,0.0,0.0,0.0,0,10,0,0,0,280
38,Clover Brewed Coffee - Dark Roast,grande,0,0,473,10,0.0,0.0,0.0,0,10,0,0,0,380
39,Clover Brewed Coffee - Dark Roast,venti,0,0,591,10,0.0,0.0,0.0,0,10,0,0,0,470
40,Clover Brewed Coffee -  Light Roast,short,0,0,236,10,0.0,0.0,0.0,0,5,0,0,0,155
41,Clover Brewed Coffee -  Light Roast,tall,0,0,354,10,0.0,0.0,0.0,0,10,0,0,0,255
42,Clover Brewed Coffee -  Light Roast,grande,0,0,473,10,0.0,0.0,0.0,0,10,0,0,0,340
43,Clover Brewed Coffee -  Light Roast,venti,0,0,591,10,0.0,0.0,0.0,0,10,0,0,0,425
44,Clover Brewed Coffee - Medium Roast,short,0,0,236,10,0.0,0.0,0.0,0,5,0,0,0,170
45,Clover Brewed Coffee - Medium Roast,tall,0,0,354,10,0.0,0.0,0.0,0,10,0,0,0,280
46,Clover Brewed Coffee - Medium Roast,grande,0,0,473,10,0.0,0.0,0.0,0,10,0,0,0,375
47,Clover Brewed Coffee - Medium Roast,venti,0,0,591,10,0.0,0.0,0.0,0,10,0,0,0,445
48,Iced Coffee,tall,0,0,354,60,0.0,0.0,0.0,0,10,15,0,15,120
49,Iced Coffee,grande,0,0,473,80,0.1,0.0,0.0,0,10,20,0,20,165
50,Iced Coffee,venti,0,0,709,120,0.1,0.0,0.0,0,15,30,0,30,235
56,Iced Coffee with milk,tall,4,0,354,80,1.0,1.0,0.0,0,25,17,0,16,110
57,Iced Coffee with milk,grande,1,0,473,100,0.1,0.0,0.0,0,35,23,0,23,125
58,Iced Coffee with milk,grande,2,0,473,110,1.5,1.0,0.1,5,40,23,0,23,125
59,Iced Coffee with milk,grande,5,0,473,120,2.0,1.0,0.1,5,35,23,0,23,125
60,Iced Coffee with milk,grande,3,0,473,110,1.0,0.1,0.0,0,35,22,0,21,125
61,Iced Coffee with milk,grande,4,0,473,100,1.5,1.5,0.0,0,35,22,0,22,150
62,Iced Coffee with milk,venti,1,0,709,160,0.1,0.1,0.0,0,60,35,0,35,170
63,Iced Coffee with milk,venti,2,0,709,170,2.0,1.5,0.1,10,65,35,0,35,170
64,Iced Coffee with milk,venti,5,0,709,190,3.5,2.0,0.1,10,60,35,0,35,170
65,Iced Coffee with milk,venti,3,0,709,160,1.5,0.2,0.0,0,55,33,0,32,170
66,Iced Coffee with milk,venti,4,0,709,160,2.5,2.0,0.0,0,55,33,0,33,205
72,Cold Brewed Coffee,tall,0,0,354,2,0.0,0.0,0.0,0,10,0,0,0,150
73,Cold Brewed Coffee,grande,0,0,473,3,0.0,0.0,0.0,0,15,0,0,0,200
74,Cold Brewed Coffee,venti,0,0,709,4,0.0,0.0,0.0,0,20,0,0,0,300
76,Vanilla Sweet Cream Cold Brew,tall,0,0,354,100,6.0,3.5,0.2,20,20,12,0,12,140
77,Vanilla Sweet Cream Cold Brew,grande,0,0,473,110,6.0,3.5,0.2,20,25,14,0,14,185
78,Vanilla Sweet Cream Cold Brew,venti,0,0,709,200,11.0,7.0,0.3,40,40,24,0,24,275
81,Espresso - Caffè Americano,tall,0,0,354,10,0.0,0.0,0.0,0,10,1,0,0,150
82,Espresso - Caffè Americano,grande,0,0,473,15,0.0,0.0,0.0,0,15,1,0,0,225
83,Espresso - Caffè Americano,venti,0,0,591,25,0.0,0.0,0.0,0,10,1,0,0,300
84,Espresso - Iced Caffè Americano,tall,0,0,354,10,0.0,0.0,0.0,0,10,2,0,0,150
85,Espresso - Iced Caffè Americano,grande,0,0,473,15,0.0,0.0,0.0,0,15,3,0,0,225
86,Espresso - Iced Caffè Americano,venti,0,0,709,25,0.0,0.0,0.0,0,20,3,0,0,300
92,Caffè Latte,grande,1,0,473,130,0.3,0.2,0.0,5,150,19,0,18,150
93,Caffè Latte,grande,2,0,473,190,7.0,4.5,0.3,30,170,19,0,17,150
94,Caffè Latte,grande,5,0,473,230,11.0,7.0,0.3,35,150,19,0,17,150
95,Caffè Latte,grande,3,0,473,150,5.0,0.5,0.0,0,130,13,1,8,150
96,Caffè Latte,grande,4,0,473,140,8.0,8.0,0.0,0,150,14,0,12,150
97,Caffè Latte,venti,1,0,591,170,0.4,0.3,0.0,10,190,25,0,23,150
98,Caffè Latte,venti,2,0,591,240,9.0,6.0,0.4,35,220,24,0,22,150
99,Caffè Latte,venti,5,0,591,290,15.0,9.0,0.5,45,200,24,0,22,150
100,Caffè Latte,venti,3,0,591,190,7.0,1.0,0.0,0,170,16,2,11,150
101,Caffè Latte,venti,4,0,591,170,11.0,10.0,0.0,0,200,18,0,16,150
107,Iced Caffè Latte,grande,1,0,473,90,0.2,0.1,0.0,5,105,13,0,11,150
108,Iced Caffè Latte,grande,2,0,473,130,4.5,2.5,0.1,20,115,13,0,11,150
109,Iced Caffè Latte,grande,5,0,473,150,7.0,4.5,0.2,25,105,13,0,11,150
110,Iced Caffè Latte,grande,3,0,473,100,3.5,0.5,0.0,0,95,9,1,5,150
111,Iced Caffè Latte,grande,4,0,473,90,5.0,5.0,0.0,0,105,10,0,8,150
112,Iced Caffè Latte,venti,1,0,709,130,0.3,0.2,0.0,5,140,19,0,16,225
113,Iced Caffè Latte,venti,2,0,709,180,6.0,3.0,0.2,25,160,18,0,15,225
114,Iced Caffè Latte,venti,5,0,709,210,10.0,6.0,0.3,30,150,18,0,15,225
115,Iced Caffè Latte,venti,3,0,709,150,5.0,0.5,0.0,0,130,13,1,8,225
116,Iced Caffè Latte,venti,4,0,709,130,7.0,7.0,0.0,0,150,14,0,11,225
137,Caffè Mocha,grande,1,0,473,250,2.5,1.5,0.0,5,125,42,4,34,175
138,Caffè Mocha,grande,1,1,473,320,10.0,6.0,0.2,30,135,44,4,36,175
139,Caffè Mocha,grande,2,0,473,290,8.0,5.0,0.2,25,140,42,4,34,175
140,Caffè Mocha,grande,2,1,473,360,15.0,9.0,0.5,50,150,44,4,35,175
141,Caffè Mocha,grande,5,0,473,330,12.0,7.0,0.3,30,130,42,4,34,175
142,Caffè Mocha,grande,5,1,473,400,19.0,11.0,0.5,55,135,44,4,35,175
143,Caffè Mocha,grande,3,0,473,260,7.0,2.0,0.0,0,110,37,5,26,175
144,Caffè Mocha,grande,3,1,473,330,14.0,6.0,0.2,25,115,39,5,28,175
145,Caffè Mocha,grande,4,0,473,250,9.0,8.0,0.0,0,130,38,4,30,175
146,Caffè Mocha,grande,4,1,473,320,16.0,12.0,0.2,25,135,40,4,32,175
147,Caffè Mocha,venti,1,0,591,310,3.5,2.0,0.0,10,170,54,5,44,185
148,Caffè Mocha,venti,1,1,591,390,10.0,6.0,0.2,35,170,56,5,45,185
149,Caffè Mocha,venti,2,0,591,380,11.0,7.0,0.3,30,190,53,5,43,185
150,Caffè Mocha,venti,2,1,591,450,18.0,11.0,0.5,55,190,55,5,45,185
151,Caffè Mocha,venti,5,0,591,420,16.0,9.0,0.4,40,170,53,5,43,185
152,Caffè Mocha,venti,5,1,591,490,23.0,13.0,0.5,65,180,55,5,45,185
153,Caffè Mocha,venti,3,0,591,330,9.0,2.5,0.0,0,140,46,6,34,185
154,Caffè Mocha,venti,3,1,591,400,16.0,7.0,0.2,25,150,48,6,35,185
155,Caffè Mocha,venti,4,0,591,320,12.0,10.0,0.0,0,170,48,5,38,185
156,Caffè Mocha,venti,4,1,591,390,19.0,15.0,0.2,25,180,50,5,40,185
167,Iced Caffè Mocha,grande,1,0,473,200,2.5,1.5,0.0,5,80,36,4,28,175
168,Iced Caffè Mocha,grande,1,1,473,320,14.0,8.0,0.3,45,90,40,4,30,175
169,Iced Caffè Mocha,grande,2,0,473,230,6.0,3.5,0.1,15,90,36,4,28,175
170,Iced Caffè Mocha,grande,2,1,473,350,17.0,11.0,0.5,55,100,39,4,30,175
171,Iced Caffè Mocha,grande,5,0,473,250,8.0,4.5,0.2,15,80,36,4,28,175
172,Iced Caffè Mocha,grande,5,1,473,360,19.0,12.0,0.5,60,95,39,4,30,175
